id	pokemon	species_id	height	weight	base_experience	type_1	type_2	attack	defense	hp	special_attack	special_defense	speed	ability_1	ability_2	ability_hidden	color_1	color_2	color_f	egg_group_1	egg_group_2	url_image	generation_id	evolves_from_species_id	evolution_chain_id	shape_id	shape
485	heatran	485	17	4300	270	fire	steel	90	106	91	130	106	77	flash-fire	NA	flame-body	#F08030	#B8B8D0	#E28D56	no-eggs	NA	485.png	4	NA	246	8	quadruped
486	regigigas	486	37	4200	302	normal	NA	160	110	110	80	110	100	slow-start	NA	NA	#A8A878	NA	NA	no-eggs	NA	486.png	4	NA	247	12	humanoid
487	giratina-altered	487	45	7500	306	ghost	dragon	100	120	150	100	120	90	pressure	NA	telepathy	#705898	#7038F8	#7050AF	no-eggs	NA	487.png	4	NA	248	10	tentacles
488	cresselia	488	15	856	270	psychic	NA	70	120	120	75	130	85	levitate	NA	NA	#F85888	NA	NA	no-eggs	NA	488.png	4	NA	249	14	armor
489	phione	489	4	31	216	water	NA	80	80	80	80	80	80	hydration	NA	NA	#6890F0	NA	NA	water1	fairy	489.png	4	NA	250	4	arms
490	manaphy	490	3	14	270	water	NA	100	100	100	100	100	100	hydration	NA	NA	#6890F0	NA	NA	water1	fairy	490.png	4	NA	250	12	humanoid
491	darkrai	491	15	505	270	dark	NA	90	90	70	135	90	125	bad-dreams	NA	NA	#705848	NA	NA	no-eggs	NA	491.png	4	NA	252	12	humanoid
492	shaymin-land	492	2	21	270	grass	NA	100	100	100	100	100	100	natural-cure	NA	NA	#78C850	NA	NA	no-eggs	NA	492.png	4	NA	253	8	quadruped
493	arceus	493	32	3200	324	normal	NA	120	120	120	120	120	120	multitype	NA	NA	#A8A878	NA	NA	no-eggs	NA	493.png	4	NA	254	8	quadruped
494	victini	494	4	40	270	psychic	fire	100	100	100	100	100	100	victory-star	NA	NA	#F85888	#F08030	#F66172	no-eggs	NA	494.png	5	NA	255	12	humanoid
495	snivy	495	6	81	62	grass	NA	45	55	45	45	55	63	overgrow	NA	contrary	#78C850	NA	NA	ground	plant	495.png	5	NA	256	6	upright
496	servine	496	8	160	145	grass	NA	60	75	60	60	75	83	overgrow	NA	contrary	#78C850	NA	NA	ground	plant	496.png	5	495	256	6	upright
497	serperior	497	33	630	238	grass	NA	75	95	75	75	95	113	overgrow	NA	contrary	#78C850	NA	NA	ground	plant	497.png	5	496	256	2	squiggle
498	tepig	498	5	99	62	fire	NA	63	45	65	45	45	45	blaze	NA	thick-fat	#F08030	NA	NA	ground	NA	498.png	5	NA	257	8	quadruped
499	pignite	499	10	555	146	fire	fighting	93	55	90	70	55	55	blaze	NA	thick-fat	#F08030	#C03028	#E46C2E	ground	NA	499.png	5	498	257	6	upright
500	emboar	500	16	1500	238	fire	fighting	123	65	110	100	65	65	blaze	NA	reckless	#F08030	#C03028	#E46C2E	ground	NA	500.png	5	499	257	6	upright
501	oshawott	501	5	59	62	water	NA	55	45	55	63	45	45	torrent	NA	shell-armor	#6890F0	NA	NA	ground	NA	501.png	5	NA	258	6	upright
502	dewott	502	8	245	145	water	NA	75	60	75	83	60	60	torrent	NA	shell-armor	#6890F0	NA	NA	ground	NA	502.png	5	501	258	6	upright
503	samurott	503	15	946	238	water	NA	100	85	95	108	70	70	torrent	NA	shell-armor	#6890F0	NA	NA	ground	NA	503.png	5	502	258	8	quadruped
504	patrat	504	5	116	51	normal	NA	55	39	45	35	39	42	run-away	keen-eye	analytic	#A8A878	NA	NA	ground	NA	504.png	5	NA	259	8	quadruped
505	watchog	505	11	270	147	normal	NA	85	69	60	60	69	77	illuminate	keen-eye	analytic	#A8A878	NA	NA	ground	NA	505.png	5	504	259	6	upright
506	lillipup	506	4	41	55	normal	NA	60	45	45	25	45	55	vital-spirit	pickup	run-away	#A8A878	NA	NA	ground	NA	506.png	5	NA	260	8	quadruped
507	herdier	507	9	147	130	normal	NA	80	65	65	35	65	60	intimidate	sand-rush	scrappy	#A8A878	NA	NA	ground	NA	507.png	5	506	260	8	quadruped
508	stoutland	508	12	610	225	normal	NA	110	90	85	45	90	80	intimidate	sand-rush	scrappy	#A8A878	NA	NA	ground	NA	508.png	5	507	260	8	quadruped
509	purrloin	509	4	101	56	dark	NA	50	37	41	50	37	66	limber	unburden	prankster	#705848	NA	NA	ground	NA	509.png	5	NA	261	8	quadruped
510	liepard	510	11	375	156	dark	NA	88	50	64	88	50	106	limber	unburden	prankster	#705848	NA	NA	ground	NA	510.png	5	509	261	8	quadruped
511	pansage	511	6	105	63	grass	NA	53	48	50	53	48	64	gluttony	NA	overgrow	#78C850	NA	NA	ground	NA	511.png	5	NA	262	6	upright
512	simisage	512	11	305	174	grass	NA	98	63	75	98	63	101	gluttony	NA	overgrow	#78C850	NA	NA	ground	NA	512.png	5	511	262	6	upright
513	pansear	513	6	110	63	fire	NA	53	48	50	53	48	64	gluttony	NA	blaze	#F08030	NA	NA	ground	NA	513.png	5	NA	263	6	upright
514	simisear	514	10	280	174	fire	NA	98	63	75	98	63	101	gluttony	NA	blaze	#F08030	NA	NA	ground	NA	514.png	5	513	263	6	upright
515	panpour	515	6	135	63	water	NA	53	48	50	53	48	64	gluttony	NA	torrent	#6890F0	NA	NA	ground	NA	515.png	5	NA	264	6	upright
516	simipour	516	10	290	174	water	NA	98	63	75	98	63	101	gluttony	NA	torrent	#6890F0	NA	NA	ground	NA	516.png	5	515	264	6	upright
517	munna	517	6	233	58	psychic	NA	25	45	76	67	55	24	forewarn	synchronize	telepathy	#F85888	NA	NA	ground	NA	517.png	5	NA	265	8	quadruped
518	musharna	518	11	605	170	psychic	NA	55	85	116	107	95	29	forewarn	synchronize	telepathy	#F85888	NA	NA	ground	NA	518.png	5	517	265	12	humanoid
519	pidove	519	3	21	53	normal	flying	55	50	50	36	30	43	big-pecks	super-luck	rivalry	#A8A878	#A890F0	#A8A295	flying	NA	519.png	5	NA	266	9	wings
520	tranquill	520	6	150	125	normal	flying	77	62	62	50	42	65	big-pecks	super-luck	rivalry	#A8A878	#A890F0	#A8A295	flying	NA	520.png	5	519	266	9	wings
521	unfezant	521	12	290	220	normal	flying	115	80	80	65	55	93	big-pecks	super-luck	rivalry	#A8A878	#A890F0	#A8A295	flying	NA	521.png	5	520	266	9	wings
522	blitzle	522	8	298	59	electric	NA	60	32	45	50	32	76	lightning-rod	motor-drive	sap-sipper	#F8D030	NA	NA	ground	NA	522.png	5	NA	267	8	quadruped
523	zebstrika	523	16	795	174	electric	NA	100	63	75	80	63	116	lightning-rod	motor-drive	sap-sipper	#F8D030	NA	NA	ground	NA	523.png	5	522	267	8	quadruped
524	roggenrola	524	4	180	56	rock	NA	75	85	55	25	25	15	sturdy	NA	sand-force	#B8A038	NA	NA	mineral	NA	524.png	5	NA	268	7	legs
525	boldore	525	9	1020	137	rock	NA	105	105	70	50	40	20	sturdy	NA	sand-force	#B8A038	NA	NA	mineral	NA	525.png	5	524	268	10	tentacles
526	gigalith	526	17	2600	232	rock	NA	135	130	85	60	80	25	sturdy	NA	sand-force	#B8A038	NA	NA	mineral	NA	526.png	5	525	268	10	tentacles
527	woobat	527	4	21	63	psychic	flying	45	43	55	55	43	72	unaware	klutz	simple	#F85888	#A890F0	#E465A1	flying	ground	527.png	5	NA	269	9	wings
528	swoobat	528	9	105	149	psychic	flying	57	55	67	77	55	114	unaware	klutz	simple	#F85888	#A890F0	#E465A1	flying	ground	528.png	5	527	269	9	wings
529	drilbur	529	3	85	66	ground	NA	85	40	60	30	45	68	sand-rush	sand-force	mold-breaker	#E0C068	NA	NA	ground	NA	529.png	5	NA	270	6	upright
530	excadrill	530	7	404	178	ground	steel	135	60	110	50	65	88	sand-rush	sand-force	mold-breaker	#E0C068	#B8B8D0	#D6BE81	ground	NA	530.png	5	529	270	12	humanoid
531	audino	531	11	310	390	normal	NA	60	86	103	60	86	50	healer	regenerator	klutz	#A8A878	NA	NA	fairy	NA	531.png	5	NA	271	6	upright
532	timburr	532	6	125	61	fighting	NA	80	55	75	25	35	35	guts	sheer-force	iron-fist	#C03028	NA	NA	humanshape	NA	532.png	5	NA	272	12	humanoid
533	gurdurr	533	12	400	142	fighting	NA	105	85	85	40	50	40	guts	sheer-force	iron-fist	#C03028	NA	NA	humanshape	NA	533.png	5	532	272	12	humanoid
534	conkeldurr	534	14	870	227	fighting	NA	140	95	105	55	65	45	guts	sheer-force	iron-fist	#C03028	NA	NA	humanshape	NA	534.png	5	533	272	12	humanoid
535	tympole	535	5	45	59	water	NA	50	40	50	50	40	64	swift-swim	hydration	water-absorb	#6890F0	NA	NA	water1	NA	535.png	5	NA	273	3	fish
536	palpitoad	536	8	170	134	water	ground	65	55	75	65	55	69	swift-swim	hydration	water-absorb	#6890F0	#E0C068	#859BCF	water1	NA	536.png	5	535	273	6	upright
537	seismitoad	537	15	620	229	water	ground	95	75	105	85	75	74	swift-swim	poison-touch	water-absorb	#6890F0	#E0C068	#859BCF	water1	NA	537.png	5	536	273	12	humanoid
538	throh	538	13	555	163	fighting	NA	100	85	120	30	85	45	guts	inner-focus	mold-breaker	#C03028	NA	NA	humanshape	NA	538.png	5	NA	274	12	humanoid
539	sawk	539	14	510	163	fighting	NA	125	75	75	30	75	85	sturdy	inner-focus	mold-breaker	#C03028	NA	NA	humanshape	NA	539.png	5	NA	275	12	humanoid
540	sewaddle	540	3	25	62	bug	grass	53	70	45	40	60	42	swarm	chlorophyll	overcoat	#A8B820	#78C850	#9CBB2B	bug	NA	540.png	5	NA	276	14	armor
541	swadloon	541	5	73	133	bug	grass	63	90	55	50	80	42	leaf-guard	chlorophyll	overcoat	#A8B820	#78C850	#9CBB2B	bug	NA	541.png	5	540	276	4	arms
542	leavanny	542	12	205	225	bug	grass	103	80	75	70	80	92	swarm	chlorophyll	overcoat	#A8B820	#78C850	#9CBB2B	bug	NA	542.png	5	541	276	12	humanoid
543	venipede	543	4	53	52	bug	poison	45	59	30	30	39	57	poison-point	swarm	speed-boost	#A8B820	#A040A0	#A69A3F	bug	NA	543.png	5	NA	277	14	armor
544	whirlipede	544	12	585	126	bug	poison	55	99	40	40	79	47	poison-point	swarm	speed-boost	#A8B820	#A040A0	#A69A3F	bug	NA	544.png	5	543	277	1	ball
545	scolipede	545	25	2005	218	bug	poison	100	89	60	55	69	112	poison-point	swarm	speed-boost	#A8B820	#A040A0	#A69A3F	bug	NA	545.png	5	544	277	14	armor
546	cottonee	546	3	6	56	grass	fairy	27	60	40	37	50	66	prankster	infiltrator	chlorophyll	#78C850	#EE99AC	#94BC66	fairy	plant	546.png	5	NA	278	1	ball
547	whimsicott	547	7	66	168	grass	fairy	67	85	60	77	75	116	prankster	infiltrator	chlorophyll	#78C850	#EE99AC	#94BC66	fairy	plant	547.png	5	546	278	12	humanoid
548	petilil	548	5	66	56	grass	NA	35	50	45	70	50	30	chlorophyll	own-tempo	leaf-guard	#78C850	NA	NA	plant	NA	548.png	5	NA	279	5	blob
549	lilligant	549	11	163	168	grass	NA	60	75	70	110	75	90	chlorophyll	own-tempo	leaf-guard	#78C850	NA	NA	plant	NA	549.png	5	548	279	5	blob
550	basculin-red-striped	550	10	180	161	water	NA	92	65	70	80	55	98	reckless	adaptability	mold-breaker	#6890F0	NA	NA	water2	NA	550.png	5	NA	280	3	fish
551	sandile	551	7	152	58	ground	dark	72	35	50	35	35	65	intimidate	moxie	anger-point	#E0C068	#705848	#C4A660	ground	NA	551.png	5	NA	281	8	quadruped
552	krokorok	552	10	334	123	ground	dark	82	45	60	45	45	74	intimidate	moxie	anger-point	#E0C068	#705848	#C4A660	ground	NA	552.png	5	551	281	8	quadruped
553	krookodile	553	15	963	234	ground	dark	117	80	95	65	70	92	intimidate	moxie	anger-point	#E0C068	#705848	#C4A660	ground	NA	553.png	5	552	281	6	upright
554	darumaka	554	6	375	63	fire	NA	90	45	70	15	45	50	hustle	NA	inner-focus	#F08030	NA	NA	ground	NA	554.png	5	NA	282	12	humanoid
555	darmanitan-standard	555	13	929	168	fire	NA	140	55	105	30	55	95	sheer-force	NA	zen-mode	#F08030	NA	NA	ground	NA	555.png	5	554	282	8	quadruped
556	maractus	556	10	280	161	grass	NA	86	67	75	106	67	60	water-absorb	chlorophyll	storm-drain	#78C850	NA	NA	plant	NA	556.png	5	NA	283	5	blob
557	dwebble	557	3	145	65	bug	rock	65	85	50	35	35	55	sturdy	shell-armor	weak-armor	#A8B820	#B8A038	#ABB225	bug	mineral	557.png	5	NA	284	14	armor
558	crustle	558	14	2000	166	bug	rock	95	125	70	65	75	45	sturdy	shell-armor	weak-armor	#A8B820	#B8A038	#ABB225	bug	mineral	558.png	5	557	284	14	armor
559	scraggy	559	6	118	70	dark	fighting	75	70	50	35	70	48	shed-skin	moxie	intimidate	#705848	#C03028	#834E40	ground	dragon	559.png	5	NA	285	6	upright
560	scrafty	560	11	300	171	dark	fighting	90	115	65	45	115	58	shed-skin	moxie	intimidate	#705848	#C03028	#834E40	ground	dragon	560.png	5	559	285	6	upright
561	sigilyph	561	14	140	172	psychic	flying	58	80	72	103	80	97	wonder-skin	magic-guard	tinted-lens	#F85888	#A890F0	#E465A1	flying	NA	561.png	5	NA	286	9	wings
562	yamask	562	5	15	61	ghost	NA	30	85	38	55	65	30	mummy	NA	NA	#705898	NA	NA	mineral	indeterminate	562.png	5	NA	287	4	arms
563	cofagrigus	563	17	765	169	ghost	NA	50	145	58	95	105	30	mummy	NA	NA	#705898	NA	NA	mineral	indeterminate	563.png	5	562	287	5	blob
564	tirtouga	564	7	165	71	water	rock	78	103	54	53	45	22	solid-rock	sturdy	swift-swim	#6890F0	#B8A038	#7B93C3	water1	water3	564.png	5	NA	288	8	quadruped
565	carracosta	565	12	810	173	water	rock	108	133	74	83	65	32	solid-rock	sturdy	swift-swim	#6890F0	#B8A038	#7B93C3	water1	water3	565.png	5	564	288	6	upright
566	archen	566	5	95	71	rock	flying	112	45	55	74	45	70	defeatist	NA	NA	#B8A038	#A890F0	#B49C64	flying	water3	566.png	5	NA	289	9	wings
567	archeops	567	14	320	177	rock	flying	140	65	75	112	65	110	defeatist	NA	NA	#B8A038	#A890F0	#B49C64	flying	water3	567.png	5	566	289	9	wings
568	trubbish	568	6	310	66	poison	NA	50	62	50	40	62	65	stench	sticky-hold	aftermath	#A040A0	NA	NA	mineral	NA	568.png	5	NA	290	12	humanoid
569	garbodor	569	19	1073	166	poison	NA	95	82	80	60	82	75	stench	weak-armor	aftermath	#A040A0	NA	NA	mineral	NA	569.png	5	568	290	12	humanoid
570	zorua	570	7	125	66	dark	NA	65	40	40	80	40	65	illusion	NA	NA	#705848	NA	NA	ground	NA	570.png	5	NA	291	8	quadruped
571	zoroark	571	16	811	179	dark	NA	105	60	60	120	60	105	illusion	NA	NA	#705848	NA	NA	ground	NA	571.png	5	570	291	6	upright
572	minccino	572	4	58	60	normal	NA	50	40	55	40	40	75	cute-charm	technician	skill-link	#A8A878	NA	NA	ground	NA	572.png	5	NA	292	8	quadruped
573	cinccino	573	5	75	165	normal	NA	95	60	75	65	60	115	cute-charm	technician	skill-link	#A8A878	NA	NA	ground	NA	573.png	5	572	292	8	quadruped
574	gothita	574	4	58	58	psychic	NA	30	50	45	55	65	45	frisk	competitive	shadow-tag	#F85888	NA	NA	humanshape	NA	574.png	5	NA	293	12	humanoid
575	gothorita	575	7	180	137	psychic	NA	45	70	60	75	85	55	frisk	competitive	shadow-tag	#F85888	NA	NA	humanshape	NA	575.png	5	574	293	12	humanoid
576	gothitelle	576	15	440	221	psychic	NA	55	95	70	95	110	65	frisk	competitive	shadow-tag	#F85888	NA	NA	humanshape	NA	576.png	5	575	293	12	humanoid
577	solosis	577	3	10	58	psychic	NA	30	40	45	105	50	20	overcoat	magic-guard	regenerator	#F85888	NA	NA	indeterminate	NA	577.png	5	NA	294	1	ball
578	duosion	578	6	80	130	psychic	NA	40	50	65	125	60	30	overcoat	magic-guard	regenerator	#F85888	NA	NA	indeterminate	NA	578.png	5	577	294	1	ball
579	reuniclus	579	10	201	221	psychic	NA	65	75	110	125	85	30	overcoat	magic-guard	regenerator	#F85888	NA	NA	indeterminate	NA	579.png	5	578	294	4	arms
580	ducklett	580	5	55	61	water	flying	44	50	62	44	50	55	keen-eye	big-pecks	hydration	#6890F0	#A890F0	#7790F0	water1	flying	580.png	5	NA	295	9	wings
581	swanna	581	13	242	166	water	flying	87	63	75	87	63	98	keen-eye	big-pecks	hydration	#6890F0	#A890F0	#7790F0	water1	flying	581.png	5	580	295	9	wings
582	vanillite	582	4	57	61	ice	NA	50	50	36	65	60	44	ice-body	NA	weak-armor	#98D8D8	NA	NA	mineral	NA	582.png	5	NA	296	5	blob
583	vanillish	583	11	410	138	ice	NA	65	65	51	80	75	59	ice-body	NA	weak-armor	#98D8D8	NA	NA	mineral	NA	583.png	5	582	296	5	blob
584	vanilluxe	584	13	575	241	ice	NA	95	85	71	110	95	79	ice-body	NA	weak-armor	#98D8D8	NA	NA	mineral	NA	584.png	5	583	296	11	heads
585	deerling	585	6	195	67	normal	grass	60	50	60	40	50	75	chlorophyll	sap-sipper	serene-grace	#A8A878	#78C850	#9CAF6E	ground	NA	585.png	5	NA	297	8	quadruped
586	sawsbuck	586	19	925	166	normal	grass	100	70	80	60	70	95	chlorophyll	sap-sipper	serene-grace	#A8A878	#78C850	#9CAF6E	ground	NA	586.png	5	585	297	8	quadruped
587	emolga	587	4	50	150	electric	flying	75	60	55	75	60	103	static	NA	motor-drive	#F8D030	#A890F0	#E4C05E	ground	NA	587.png	5	NA	298	8	quadruped
588	karrablast	588	5	59	63	bug	NA	75	45	50	40	45	60	swarm	shed-skin	no-guard	#A8B820	NA	NA	bug	NA	588.png	5	NA	299	12	humanoid
589	escavalier	589	10	330	173	bug	steel	135	105	70	60	105	20	swarm	shell-armor	overcoat	#A8B820	#B8B8D0	#ABB84A	bug	NA	589.png	5	588	299	4	arms
590	foongus	590	2	10	59	grass	poison	55	45	69	55	55	15	effect-spore	NA	regenerator	#78C850	#A040A0	#81A763	plant	NA	590.png	5	NA	300	4	arms
591	amoonguss	591	6	105	162	grass	poison	85	70	114	85	80	30	effect-spore	NA	regenerator	#78C850	#A040A0	#81A763	plant	NA	591.png	5	590	300	4	arms
592	frillish	592	12	330	67	water	ghost	40	50	55	65	85	40	water-absorb	cursed-body	damp	#6890F0	#705898	#6982DA	indeterminate	NA	592.png	5	NA	301	10	tentacles
593	jellicent	593	22	1350	168	water	ghost	60	70	100	85	105	60	water-absorb	cursed-body	damp	#6890F0	#705898	#6982DA	indeterminate	NA	593.png	5	592	301	10	tentacles
594	alomomola	594	12	316	165	water	NA	75	80	165	40	45	65	healer	hydration	regenerator	#6890F0	NA	NA	water1	water2	594.png	5	NA	302	3	fish
595	joltik	595	1	6	64	bug	electric	47	50	50	57	50	65	compound-eyes	unnerve	swarm	#A8B820	#F8D030	#BBBD23	bug	NA	595.png	5	NA	303	14	armor
596	galvantula	596	8	143	165	bug	electric	77	60	70	97	60	108	compound-eyes	unnerve	swarm	#A8B820	#F8D030	#BBBD23	bug	NA	596.png	5	595	303	14	armor
597	ferroseed	597	6	188	61	grass	steel	50	91	44	24	86	10	iron-barbs	NA	NA	#78C850	#B8B8D0	#87C46F	plant	mineral	597.png	5	NA	304	1	ball
598	ferrothorn	598	10	1100	171	grass	steel	94	131	74	54	116	20	iron-barbs	NA	anticipation	#78C850	#B8B8D0	#87C46F	plant	mineral	598.png	5	597	304	10	tentacles
599	klink	599	3	210	60	steel	NA	55	70	40	45	60	30	plus	minus	clear-body	#B8B8D0	NA	NA	mineral	NA	599.png	5	NA	305	11	heads
600	klang	600	6	510	154	steel	NA	80	95	60	70	85	50	plus	minus	clear-body	#B8B8D0	NA	NA	mineral	NA	600.png	5	599	305	11	heads
601	klinklang	601	6	810	234	steel	NA	100	115	60	70	85	90	plus	minus	clear-body	#B8B8D0	NA	NA	mineral	NA	601.png	5	600	305	11	heads
602	tynamo	602	2	3	55	electric	NA	55	40	35	45	40	60	levitate	NA	NA	#F8D030	NA	NA	indeterminate	NA	602.png	5	NA	306	3	fish
603	eelektrik	603	12	220	142	electric	NA	85	70	65	75	70	40	levitate	NA	NA	#F8D030	NA	NA	indeterminate	NA	603.png	5	602	306	3	fish
604	eelektross	604	21	805	232	electric	NA	115	80	85	105	80	50	levitate	NA	NA	#F8D030	NA	NA	indeterminate	NA	604.png	5	603	306	3	fish
605	elgyem	605	5	90	67	psychic	NA	55	55	55	85	55	30	telepathy	synchronize	analytic	#F85888	NA	NA	humanshape	NA	605.png	5	NA	307	6	upright
606	beheeyem	606	10	345	170	psychic	NA	75	75	75	125	95	40	telepathy	synchronize	analytic	#F85888	NA	NA	humanshape	NA	606.png	5	605	307	12	humanoid
607	litwick	607	3	31	55	ghost	fire	30	55	50	65	55	20	flash-fire	flame-body	infiltrator	#705898	#F08030	#8F617E	indeterminate	NA	607.png	5	NA	308	5	blob
608	lampent	608	6	130	130	ghost	fire	40	60	60	95	60	55	flash-fire	flame-body	infiltrator	#705898	#F08030	#8F617E	indeterminate	NA	608.png	5	607	308	4	arms
609	chandelure	609	10	343	234	ghost	fire	55	90	60	145	90	80	flash-fire	flame-body	infiltrator	#705898	#F08030	#8F617E	indeterminate	NA	609.png	5	608	308	4	arms
610	axew	610	6	180	64	dragon	NA	87	60	46	30	40	57	rivalry	mold-breaker	unnerve	#7038F8	NA	NA	monster	dragon	610.png	5	NA	309	6	upright
611	fraxure	611	10	360	144	dragon	NA	117	70	66	40	50	67	rivalry	mold-breaker	unnerve	#7038F8	NA	NA	monster	dragon	611.png	5	610	309	6	upright
612	haxorus	612	18	1055	243	dragon	NA	147	90	76	60	70	97	rivalry	mold-breaker	unnerve	#7038F8	NA	NA	monster	dragon	612.png	5	611	309	6	upright
613	cubchoo	613	5	85	61	ice	NA	70	40	55	60	40	40	snow-cloak	NA	rattled	#98D8D8	NA	NA	ground	NA	613.png	5	NA	310	6	upright
614	beartic	614	26	2600	170	ice	NA	110	80	95	70	80	50	snow-cloak	NA	swift-swim	#98D8D8	NA	NA	ground	NA	614.png	5	613	310	8	quadruped
615	cryogonal	615	11	1480	170	ice	NA	50	30	70	95	135	105	levitate	NA	NA	#98D8D8	NA	NA	mineral	NA	615.png	5	NA	311	1	ball
616	shelmet	616	4	77	61	bug	NA	40	85	50	40	65	25	hydration	shell-armor	overcoat	#A8B820	NA	NA	bug	NA	616.png	5	NA	312	1	ball
617	accelgor	617	8	253	173	bug	NA	70	40	80	100	60	145	hydration	sticky-hold	unburden	#A8B820	NA	NA	bug	NA	617.png	5	616	312	4	arms
618	stunfisk	618	7	110	165	ground	electric	66	84	109	81	99	32	static	limber	sand-veil	#E0C068	#F8D030	#E5C35A	water1	indeterminate	618.png	5	NA	313	3	fish
619	mienfoo	619	9	200	70	fighting	NA	85	50	45	55	50	65	inner-focus	regenerator	reckless	#C03028	NA	NA	ground	humanshape	619.png	5	NA	314	6	upright
620	mienshao	620	14	355	179	fighting	NA	125	60	65	95	60	105	inner-focus	regenerator	reckless	#C03028	NA	NA	ground	humanshape	620.png	5	619	314	6	upright
621	druddigon	621	16	1390	170	dragon	NA	120	90	77	60	90	48	rough-skin	sheer-force	mold-breaker	#7038F8	NA	NA	monster	dragon	621.png	5	NA	315	6	upright
622	golett	622	10	920	61	ground	ghost	74	50	59	35	50	35	iron-fist	klutz	no-guard	#E0C068	#705898	#C4A673	mineral	NA	622.png	5	NA	316	12	humanoid
623	golurk	623	28	3300	169	ground	ghost	124	80	89	55	80	55	iron-fist	klutz	no-guard	#E0C068	#705898	#C4A673	mineral	NA	623.png	5	622	316	12	humanoid
624	pawniard	624	5	102	68	dark	steel	85	70	45	40	40	60	defiant	inner-focus	pressure	#705848	#B8B8D0	#816F68	humanshape	NA	624.png	5	NA	317	12	humanoid
625	bisharp	625	16	700	172	dark	steel	125	100	65	60	70	70	defiant	inner-focus	pressure	#705848	#B8B8D0	#816F68	humanshape	NA	625.png	5	624	317	12	humanoid
626	bouffalant	626	16	946	172	normal	NA	110	95	95	40	95	55	reckless	sap-sipper	soundproof	#A8A878	NA	NA	ground	NA	626.png	5	NA	318	8	quadruped
627	rufflet	627	5	105	70	normal	flying	83	50	70	37	50	60	keen-eye	sheer-force	hustle	#A8A878	#A890F0	#A8A295	flying	NA	627.png	5	NA	319	9	wings
628	braviary	628	15	410	179	normal	flying	123	75	100	57	75	80	keen-eye	sheer-force	defiant	#A8A878	#A890F0	#A8A295	flying	NA	628.png	5	627	319	9	wings
629	vullaby	629	5	90	74	dark	flying	55	75	70	45	65	60	big-pecks	overcoat	weak-armor	#705848	#A890F0	#7D6570	flying	NA	629.png	5	NA	320	9	wings
630	mandibuzz	630	12	395	179	dark	flying	65	105	110	55	95	80	big-pecks	overcoat	weak-armor	#705848	#A890F0	#7D6570	flying	NA	630.png	5	629	320	9	wings
631	heatmor	631	14	580	169	fire	NA	97	66	85	105	66	65	gluttony	flash-fire	white-smoke	#F08030	NA	NA	ground	NA	631.png	5	NA	321	6	upright
632	durant	632	3	330	169	bug	steel	109	112	58	48	48	109	swarm	hustle	truant	#A8B820	#B8B8D0	#ABB84A	bug	NA	632.png	5	NA	322	14	armor
633	deino	633	8	173	60	dark	dragon	65	50	52	45	50	38	hustle	NA	NA	#705848	#7038F8	#705072	dragon	NA	633.png	5	NA	323	8	quadruped
634	zweilous	634	14	500	147	dark	dragon	85	70	72	65	70	58	hustle	NA	NA	#705848	#7038F8	#705072	dragon	NA	634.png	5	633	323	8	quadruped
635	hydreigon	635	18	1600	270	dark	dragon	105	90	92	125	90	98	levitate	NA	NA	#705848	#7038F8	#705072	dragon	NA	635.png	5	634	323	6	upright
636	larvesta	636	11	288	72	bug	fire	85	55	55	50	55	60	flame-body	NA	swarm	#A8B820	#F08030	#B9AA23	bug	NA	636.png	5	NA	324	14	armor
637	volcarona	637	16	460	248	bug	fire	60	65	85	135	105	100	flame-body	NA	swarm	#A8B820	#F08030	#B9AA23	bug	NA	637.png	5	636	324	13	bug-wings
638	cobalion	638	21	2500	261	steel	fighting	90	129	91	90	72	108	justified	NA	NA	#B8B8D0	#C03028	#B997A7	no-eggs	NA	638.png	5	NA	325	8	quadruped
639	terrakion	639	19	2600	261	rock	fighting	129	90	91	72	90	108	justified	NA	NA	#B8A038	#C03028	#B98434	no-eggs	NA	639.png	5	NA	326	8	quadruped
640	virizion	640	20	2000	261	grass	fighting	90	72	91	90	129	108	justified	NA	NA	#78C850	#C03028	#89A346	no-eggs	NA	640.png	5	NA	327	8	quadruped
641	tornadus-incarnate	641	15	630	261	flying	NA	115	70	79	125	80	111	prankster	NA	defiant	#A890F0	NA	NA	no-eggs	NA	641.png	5	NA	328	4	arms
642	thundurus-incarnate	642	15	610	261	electric	flying	115	70	79	125	80	111	prankster	NA	defiant	#F8D030	#A890F0	#E4C05E	no-eggs	NA	642.png	5	NA	329	4	arms
643	reshiram	643	32	3300	306	dragon	fire	120	100	100	150	120	90	turboblaze	NA	NA	#7038F8	#F08030	#8F49C7	no-eggs	NA	643.png	5	NA	330	9	wings
644	zekrom	644	29	3450	306	dragon	electric	150	120	100	120	100	90	teravolt	NA	NA	#7038F8	#F8D030	#905CC7	no-eggs	NA	644.png	5	NA	331	6	upright
645	landorus-incarnate	645	15	680	270	ground	flying	125	90	89	115	80	101	sand-force	NA	sheer-force	#E0C068	#A890F0	#D2B488	no-eggs	NA	645.png	5	NA	332	4	arms
646	kyurem	646	30	3250	297	dragon	ice	130	90	125	130	90	95	pressure	NA	NA	#7038F8	#98D8D8	#795EF0	no-eggs	NA	646.png	5	NA	333	6	upright
647	keldeo-ordinary	647	14	485	261	water	fighting	72	90	91	129	90	108	justified	NA	NA	#6890F0	#C03028	#7D78BF	no-eggs	NA	647.png	5	NA	334	8	quadruped
