"State","region","Date","Home.Value","Structure.Cost","Land.Value","Land.Share..Pct.","Home.Price.Index","Land.Price.Index","Year","Qrtr"
"OR","West",2002.25,206209,168169,38040,18.4,1.109,1.565,2002,1
"OR","West",2002.5,209796,169108,40689,19.4,1.128,1.678,2002,2
"OR","West",2002.75,213602,169815,43787,20.5,1.149,1.81,2002,3
"OR","West",2003,217667,170085,47582,21.9,1.171,1.971,2002,4
"OR","West",2003.25,222068,170266,51803,23.3,1.195,2.152,2003,1
"OR","West",2003.5,226881,170383,56498,24.9,1.22,2.352,2003,2
"OR","West",2003.75,232224,171105,61120,26.3,1.249,2.549,2003,3
"OR","West",2004,238324,173061,65263,27.4,1.282,2.726,2003,4
"OR","West",2004.25,245342,176503,68838,28.1,1.32,2.874,2004,1
"OR","West",2004.5,253454,181236,72219,28.5,1.363,3.02,2004,2
"OR","West",2004.75,262847,186463,76383,29.1,1.414,3.199,2004,3
"OR","West",2005,273584,191486,82098,30,1.472,3.445,2004,4
"OR","West",2005.25,285655,195408,90247,31.6,1.537,3.796,2005,1
"OR","West",2005.5,298926,198693,100233,33.5,1.608,4.226,2005,2
"OR","West",2005.75,312974,201647,111327,35.6,1.683,4.705,2005,3
"OR","West",2006,327029,204556,122473,37.5,1.759,5.191,2005,4
"OR","West",2006.25,340314,207703,132611,39,1.831,5.637,2006,1
"OR","West",2006.5,352233,210840,141393,40.1,1.895,6.028,2006,2
"OR","West",2006.75,362345,213767,148578,41,1.949,6.354,2006,3
"OR","West",2007,370392,216260,154132,41.6,1.992,6.612,2006,4
"OR","West",2007.25,376192,218508,157684,41.9,2.024,6.793,2007,1
"OR","West",2007.5,379288,220310,158978,41.9,2.04,6.869,2007,2
"OR","West",2007.75,379580,222210,157370,41.5,2.042,6.818,2007,3
"OR","West",2008,377400,224621,152779,40.5,2.03,6.636,2007,4
"OR","West",2008.25,373127,227703,145424,39,2.007,6.331,2008,1
"OR","West",2008.5,367238,231167,136072,37.1,1.975,5.936,2008,2
"OR","West",2008.75,360221,234484,125737,34.9,1.938,5.494,2008,3
"OR","West",2009,352739,237122,115618,32.8,1.897,5.059,2008,4
"OR","West",2009.25,345387,238333,107053,31,1.858,4.689,2009,1
"OR","West",2009.5,338351,238557,99794,29.5,1.82,4.376,2009,2
"OR","West",2009.75,332029,237962,94067,28.3,1.786,4.129,2009,3
"OR","West",2010,326227,236741,89486,27.4,1.755,3.931,2009,4
"OR","West",2010.25,320491,236123,84368,26.3,1.724,3.703,2010,1
"OR","West",2010.5,314484,236163,78320,24.9,1.692,3.441,2010,2
"OR","West",2010.75,308033,237700,70333,22.8,1.657,3.094,2010,3
"OR","West",2011,302119,241674,60445,20,1.625,2.663,2010,4
"OR","West",2011.25,297529,246387,51143,17.2,1.6,2.258,2011,1
"OR","West",2011.5,294903,251241,43661,14.8,1.586,1.931,2011,2
"OR","West",2011.75,294507,253092,41415,14.1,1.584,1.835,2011,3
"OR","West",2012,296238,253165,43074,14.5,1.593,1.911,2011,4
"OR","West",2012.25,299893,253246,46646,15.6,1.613,2.073,2012,1
"OR","West",2012.5,305274,253340,51934,17,1.642,2.313,2012,2
"OR","West",2012.75,311853,253449,58404,18.7,1.677,2.606,2012,3
"OR","West",2013,319162,253573,65589,20.6,1.717,2.932,2012,4
"OR","West",2013.25,326884,253714,73169,22.4,1.758,3.277,2013,1
"PA","N. East",1975.25,30340,27355,2984,9.8,0.242,0.001,1975,1
"PA","N. East",1975.5,30782,27575,3207,10.4,0.246,0.001,1975,2
"PA","N. East",1975.75,31256,27714,3542,11.3,0.25,0.001,1975,3
"PA","N. East",1976,31718,27852,3866,12.2,0.253,0.001,1975,4
"PA","N. East",1976.25,32209,28124,4085,12.7,0.257,0.001,1976,1
"PA","N. East",1976.5,32713,28461,4252,13,0.261,0.001,1976,2
"PA","N. East",1976.75,33167,28861,4306,13,0.265,0.001,1976,3
"PA","N. East",1977,33601,29318,4282,12.7,0.268,0.001,1976,4
"PA","N. East",1977.25,34124,29795,4329,12.7,0.273,0.001,1977,1
"PA","N. East",1977.5,34794,30309,4485,12.9,0.278,0.001,1977,2
"PA","N. East",1977.75,35524,30833,4691,13.2,0.284,0.001,1977,3
"PA","N. East",1978,36289,31346,4943,13.6,0.29,0.001,1977,4
"PA","N. East",1978.25,37075,31852,5224,14.1,0.296,0.001,1978,1
"PA","N. East",1978.5,37904,32351,5553,14.6,0.303,0.001,1978,2
"PA","N. East",1978.75,38771,32884,5886,15.2,0.31,0.001,1978,3
"PA","N. East",1979,39731,33484,6247,15.7,0.317,0.001,1978,4
"PA","N. East",1979.25,40767,34174,6594,16.2,0.326,0.001,1979,1
"PA","N. East",1979.5,41776,34930,6847,16.4,0.334,0.002,1979,2
"PA","N. East",1979.75,42650,35718,6932,16.3,0.341,0.002,1979,3
"PA","N. East",1980,43380,36502,6877,15.9,0.347,0.002,1979,4
"PA","N. East",1980.25,43961,37239,6722,15.3,0.351,0.001,1980,1
"PA","N. East",1980.5,44436,37962,6474,14.6,0.355,0.001,1980,2
"PA","N. East",1980.75,44911,38685,6226,13.9,0.359,0.001,1980,3
"PA","N. East",1981,45339,39425,5914,13,0.362,0.001,1980,4
"PA","N. East",1981.25,45727,40214,5513,12.1,0.365,0.001,1981,1
"PA","N. East",1981.5,46083,41028,5056,11,0.368,0.001,1981,2
"PA","N. East",1981.75,46403,41868,4535,9.8,0.371,0.001,1981,3
"PA","N. East",1982,46718,42731,3987,8.5,0.373,0.001,1981,4
"PA","N. East",1982.25,47115,43589,3526,7.5,0.376,0.001,1982,1
"PA","N. East",1982.5,47555,44444,3111,6.5,0.38,0.001,1982,2
"PA","N. East",1982.75,48012,45275,2737,5.7,0.384,0.001,1982,3
"PA","N. East",1983,48559,46060,2498,5.1,0.388,0.001,1982,4
"PA","N. East",1983.25,49224,46763,2461,5,0.393,0.001,1983,1
"PA","N. East",1983.5,49963,47465,2498,5,0.399,0.001,1983,2
"PA","N. East",1983.75,50729,48192,2536,5,0.405,0.001,1983,3
"PA","N. East",1984,51487,48913,2574,5,0.411,0.001,1983,4
"PA","N. East",1984.25,52251,49639,2613,5,0.418,0.001,1984,1
"PA","N. East",1984.5,53048,50396,2652,5,0.424,0.001,1984,2
"PA","N. East",1984.75,53869,51176,2693,5,0.43,0.001,1984,3
"PA","N. East",1985,54725,51989,2736,5,0.437,0.001,1984,4
"PA","N. East",1985.25,55658,52875,2783,5,0.445,0.001,1985,1
"PA","N. East",1985.5,56703,53868,2835,5,0.453,0.002,1985,2
"PA","N. East",1985.75,57872,54978,2894,5,0.462,0.002,1985,3
"PA","N. East",1986,59198,56238,2960,5,0.473,0.003,1985,4
"PA","N. East",1986.25,60742,57705,3037,5,0.485,0.004,1986,1
"PA","N. East",1986.5,62544,59417,3127,5,0.5,0.006,1986,2
"PA","N. East",1986.75,64618,61387,3231,5,0.516,0.009,1986,3
"PA","N. East",1987,66949,63602,3347,5,0.535,0.015,1986,4
"PA","N. East",1987.25,69510,66035,3476,5,0.555,0.024,1987,1
"PA","N. East",1987.5,72249,68637,3612,5,0.577,0.04,1987,2
"PA","N. East",1987.75,75061,71308,3753,5,0.6,0.064,1987,3
"PA","N. East",1988,77808,73918,3890,5,0.622,0.101,1987,4
"PA","N. East",1988.25,80397,76377,4020,5,0.642,0.152,1988,1
"PA","N. East",1988.5,82777,77696,5081,6.1,0.661,0.215,1988,2
"PA","N. East",1988.75,84855,78427,6427,7.6,0.678,0.273,1988,3
"PA","N. East",1989,86603,79185,7418,8.6,0.692,0.315,1988,4
"PA","N. East",1989.25,88081,79942,8139,9.2,0.704,0.346,1989,1
"PA","N. East",1989.5,89350,80691,8660,9.7,0.714,0.369,1989,2
"PA","N. East",1989.75,90447,81408,9039,10,0.723,0.385,1989,3
"PA","N. East",1990,91335,82069,9267,10.1,0.73,0.395,1989,4
"PA","N. East",1990.25,91997,82672,9325,10.1,0.735,0.397,1990,1
"PA","N. East",1990.5,92477,83264,9212,10,0.739,0.392,1990,2
"PA","N. East",1990.75,92998,83888,9110,9.8,0.743,0.388,1990,3
"PA","N. East",1991,93467,84596,8870,9.5,0.747,0.378,1990,4
"PA","N. East",1991.25,93953,85374,8579,9.1,0.751,0.366,1991,1
"PA","N. East",1991.5,94483,86179,8304,8.8,0.755,0.354,1991,2
"PA","N. East",1991.75,95097,86911,8187,8.6,0.76,0.35,1991,3
"PA","N. East",1992,95792,87462,8330,8.7,0.765,0.356,1991,4
"PA","N. East",1992.25,96513,87878,8634,8.9,0.771,0.37,1992,1
"PA","N. East",1992.5,97205,88194,9011,9.3,0.777,0.386,1992,2
"PA","N. East",1992.75,97869,88623,9247,9.4,0.782,0.397,1992,3
"PA","N. East",1993,98529,89366,9163,9.3,0.787,0.393,1992,4
"PA","N. East",1993.25,99199,90483,8716,8.8,0.793,0.372,1993,1
"PA","N. East",1993.5,99897,91884,8013,8,0.798,0.342,1993,2
"PA","N. East",1993.75,100608,93297,7312,7.3,0.804,0.312,1993,3
"PA","N. East",1994,101312,94462,6850,6.8,0.81,0.292,1993,4
"PA","N. East",1994.25,101960,95149,6811,6.7,0.815,0.291,1994,1
"PA","N. East",1994.5,102520,95531,6989,6.8,0.819,0.298,1994,2
"PA","N. East",1994.75,102989,95808,7181,7,0.823,0.307,1994,3
"PA","N. East",1995,103375,96179,7196,7,0.826,0.308,1994,4
"PA","N. East",1995.25,103744,96879,6865,6.6,0.829,0.294,1995,1
"PA","N. East",1995.5,104162,97754,6408,6.2,0.832,0.274,1995,2
"PA","N. East",1995.75,104629,98703,5925,5.7,0.836,0.254,1995,3
"PA","N. East",1996,105145,99619,5526,5.3,0.84,0.237,1995,4
"PA","N. East",1996.25,105706,100352,5353,5.1,0.845,0.229,1996,1
"PA","N. East",1996.5,106299,100984,5315,5,0.849,0.228,1996,2
"PA","N. East",1996.75,106907,101561,5345,5,0.854,0.23,1996,3
"PA","N. East",1997,107514,102138,5376,5,0.859,0.233,1996,4
"PA","N. East",1997.25,108143,102735,5407,5,0.864,0.235,1997,1
"PA","N. East",1997.5,108802,103362,5440,5,0.869,0.237,1997,2
"PA","N. East",1997.75,109537,104060,5477,5,0.875,0.241,1997,3
"PA","N. East",1998,110387,104868,5519,5,0.882,0.249,1997,4
"PA","N. East",1998.25,111366,105797,5568,5,0.89,0.262,1998,1
"PA","N. East",1998.5,112483,106859,5624,5,0.899,0.283,1998,2
"PA","N. East",1998.75,113725,108038,5686,5,0.909,0.314,1998,3
"PA","N. East",1999,115092,109337,5755,5,0.92,0.361,1998,4
"PA","N. East",1999.25,116550,110722,5827,5,0.931,0.426,1999,1
"PA","N. East",1999.5,118086,112182,5904,5,0.944,0.513,1999,2
"PA","N. East",1999.75,119709,113723,5985,5,0.957,0.62,1999,3
"PA","N. East",2000,121415,115345,6071,5,0.97,0.741,1999,4
"PA","N. East",2000.25,123226,117064,6161,5,0.985,0.866,2000,1
"PA","N. East",2000.5,125146,118888,6257,5,1,1,2000,2
"PA","N. East",2000.75,127193,119967,7226,5.7,1.016,1.155,2000,3
"PA","N. East",2001,129408,121074,8334,6.4,1.034,1.333,2000,4
"PA","N. East",2001.25,131802,122131,9671,7.3,1.053,1.552,2001,1
"PA","N. East",2001.5,134367,123151,11216,8.3,1.074,1.802,2001,2
"PA","N. East",2001.75,137100,124182,12918,9.4,1.096,2.078,2001,3
"PA","N. East",2002,140020,125253,14767,10.5,1.119,2.377,2001,4
"PA","N. East",2002.25,143161,126225,16936,11.8,1.144,2.723,2002,1
"PA","N. East",2002.5,146525,127145,19380,13.2,1.171,3.118,2002,2
"PA","N. East",2002.75,150108,127832,22276,14.8,1.199,3.586,2002,3
"PA","N. East",2003,153886,128132,25754,16.7,1.23,4.15,2002,4
"PA","N. East",2003.25,157807,128357,29450,18.7,1.261,4.754,2003,1
"PA","N. East",2003.5,161898,128535,33363,20.6,1.294,5.391,2003,2
"PA","N. East",2003.75,166215,129216,37000,22.3,1.328,5.983,2003,3
"PA","N. East",2004,170818,130927,39891,23.4,1.365,6.454,2003,4
"PA","N. East",2004.25,175784,133923,41862,23.8,1.405,6.773,2004,1
"PA","N. East",2004.5,181097,137889,43207,23.9,1.447,6.994,2004,2
"PA","N. East",2004.75,186666,142205,44462,23.8,1.492,7.2,2004,3
"PA","N. East",2005,192397,146262,46135,24,1.537,7.474,2004,4
"PA","N. East",2005.25,198178,149303,48875,24.7,1.584,7.919,2005,1
"PA","N. East",2005.5,203972,151776,52195,25.6,1.63,8.462,2005,2
"PA","N. East",2005.75,209590,153958,55632,26.5,1.675,9.024,2005,3
"PA","N. East",2006,214770,156133,58637,27.3,1.716,9.517,2005,4
"PA","N. East",2006.25,219342,158547,60794,27.7,1.753,9.873,2006,1
"PA","N. East",2006.5,223233,161039,62193,27.9,1.784,10.109,2006,2
"PA","N. East",2006.75,226521,163374,63148,27.9,1.81,10.275,2006,3
"PA","N. East",2007,229255,165329,63926,27.9,1.832,10.414,2006,4
"PA","N. East",2007.25,231422,167003,64419,27.8,1.849,10.518,2007,1
"PA","N. East",2007.5,232948,168395,64553,27.7,1.861,10.553,2007,2
"PA","N. East",2007.75,233747,169962,63785,27.3,1.868,10.437,2007,3
"PA","N. East",2008,233868,172104,61764,26.4,1.869,10.114,2007,4
"PA","N. East",2008.25,233352,174960,58393,25,1.865,9.568,2008,1
"PA","N. East",2008.5,232354,178273,54080,23.3,1.857,8.864,2008,2
"PA","N. East",2008.75,231127,181523,49604,21.5,1.847,8.133,2008,3
"PA","N. East",2009,229953,184187,45766,19.9,1.837,7.504,2008,4
"PA","N. East",2009.25,229117,185493,43624,19,1.831,7.151,2009,1
"PA","N. East",2009.5,228717,185816,42901,18.8,1.828,7.03,2009,2
"PA","N. East",2009.75,228671,185276,43395,19,1.827,7.108,2009,3
"PA","N. East",2010,228750,183992,44758,19.6,1.828,7.327,2009,4
"PA","N. East",2010.25,228665,183216,45450,19.9,1.827,7.426,2010,1
"PA","N. East",2010.5,228285,182932,45353,19.9,1.824,7.407,2010,2
"PA","N. East",2010.75,227712,184125,43587,19.1,1.82,7.117,2010,3
"PA","N. East",2011,227122,187829,39293,17.3,1.815,6.417,2010,4
"PA","N. East",2011.25,226620,192494,34126,15.1,1.811,5.58,2011,1
"PA","N. East",2011.5,226424,197490,28934,12.8,1.809,4.733,2011,2
"PA","N. East",2011.75,226519,199663,26856,11.9,1.81,4.394,2011,3
"PA","N. East",2012,226914,199678,27236,12,1.813,4.459,2011,4
"PA","N. East",2012.25,227773,199694,28079,12.3,1.82,4.599,2012,1
"PA","N. East",2012.5,229016,199710,29306,12.8,1.83,4.802,2012,2
"PA","N. East",2012.75,230504,199727,30776,13.4,1.842,5.045,2012,3
"PA","N. East",2013,232132,199745,32386,14,1.855,5.311,2012,4
"PA","N. East",2013.25,233782,199765,34017,14.6,1.868,5.581,2013,1
"RI","N. East",1975.25,29368,27900,1468,5,0.176,0,1975,1
"RI","N. East",1975.5,30098,28593,1505,5,0.181,0,1975,2
"RI","N. East",1975.75,30764,29226,1538,5,0.185,0,1975,3
"RI","N. East",1976,31366,29797,1568,5,0.188,0,1975,4
"RI","N. East",1976.25,31921,30325,1596,5,0.192,0,1976,1
"RI","N. East",1976.5,32501,30876,1625,5,0.195,0,1976,2
"RI","N. East",1976.75,33095,31441,1655,5,0.199,0,1976,3
"RI","N. East",1977,33696,32011,1685,5,0.202,0,1976,4
"RI","N. East",1977.25,34410,32689,1720,5,0.207,0,1977,1
"RI","N. East",1977.5,35327,33561,1766,5,0.212,0,1977,2
"RI","N. East",1977.75,36444,34622,1822,5,0.219,0,1977,3
"RI","N. East",1978,37703,35818,1885,5,0.226,0,1977,4
"RI","N. East",1978.25,39084,36669,2415,6.2,0.235,0,1978,1
"RI","N. East",1978.5,40579,37155,3423,8.4,0.244,0,1978,2
"RI","N. East",1978.75,42161,37717,4444,10.5,0.253,0,1978,3
"RI","N. East",1979,43808,38436,5372,12.3,0.263,0,1978,4
"RI","N. East",1979.25,45438,39365,6073,13.4,0.273,0,1979,1
"RI","N. East",1979.5,47045,40445,6600,14,0.282,0,1979,2
"RI","N. East",1979.75,48587,41591,6996,14.4,0.292,0,1979,3
"RI","N. East",1980,50006,42716,7290,14.6,0.3,0,1979,4
"RI","N. East",1980.25,51127,43688,7439,14.6,0.307,0,1980,1
"RI","N. East",1980.5,51959,44613,7346,14.1,0.312,0,1980,2
"RI","N. East",1980.75,52512,45504,7008,13.3,0.315,0,1980,3
"RI","N. East",1981,52897,46395,6502,12.3,0.318,0,1980,4
"RI","N. East",1981.25,53288,47370,5919,11.1,0.32,0,1981,1
"RI","N. East",1981.5,53748,48371,5376,10,0.323,0,1981,2
"RI","N. East",1981.75,54100,49427,4673,8.6,0.325,0,1981,3
"RI","N. East",1982,54462,50551,3911,7.2,0.327,0,1981,4
"RI","N. East",1982.25,55005,51707,3299,6,0.33,0,1982,1
"RI","N. East",1982.5,55798,52889,2909,5.2,0.335,0,1982,2
"RI","N. East",1982.75,56884,54040,2844,5,0.342,0,1982,3
"RI","N. East",1983,58252,55339,2913,5,0.35,0,1982,4
"RI","N. East",1983.25,59806,56816,2990,5,0.359,0,1983,1
"RI","N. East",1983.5,61480,58406,3074,5,0.369,0,1983,2
"RI","N. East",1983.75,63190,60031,3160,5,0.379,0,1983,3
"RI","N. East",1984,64793,61554,3240,5,0.389,0,1983,4
"RI","N. East",1984.25,66308,62993,3315,5,0.398,0,1984,1
"RI","N. East",1984.5,67923,64527,3396,5,0.408,0.001,1984,2
"RI","N. East",1984.75,69763,66275,3488,5,0.419,0.001,1984,3
"RI","N. East",1985,71863,68270,3593,5,0.431,0.001,1984,4
"RI","N. East",1985.25,74329,70612,3716,5,0.446,0.002,1985,1
"RI","N. East",1985.5,77275,73411,3864,5,0.464,0.003,1985,2
"RI","N. East",1985.75,80771,76732,4039,5,0.485,0.005,1985,3
"RI","N. East",1986,84932,80685,4247,5,0.51,0.009,1985,4
"RI","N. East",1986.25,89846,85353,4492,5,0.539,0.02,1986,1
"RI","N. East",1986.5,95692,90907,4785,5,0.575,0.044,1986,2
"RI","N. East",1986.75,102521,93134,9387,9.2,0.616,0.105,1986,3
"RI","N. East",1987,110145,93530,16616,15.1,0.661,0.186,1986,4
"RI","N. East",1987.25,118141,94171,23971,20.3,0.709,0.269,1987,1
"RI","N. East",1987.5,126067,94979,31088,24.7,0.757,0.349,1987,2
"RI","N. East",1987.75,133502,95913,37589,28.2,0.802,0.424,1987,3
"RI","N. East",1988,140011,96929,43083,30.8,0.841,0.487,1987,4
"RI","N. East",1988.25,145394,97940,47454,32.6,0.873,0.538,1988,1
"RI","N. East",1988.5,149630,98964,50666,33.9,0.898,0.575,1988,2
"RI","N. East",1988.75,152927,99991,52936,34.6,0.918,0.602,1988,3
"RI","N. East",1989,155549,101006,54543,35.1,0.934,0.622,1988,4
"RI","N. East",1989.25,157709,101925,55784,35.4,0.947,0.638,1989,1
"RI","N. East",1989.5,159502,102649,56854,35.6,0.958,0.651,1989,2
"RI","N. East",1989.75,160901,103118,57783,35.9,0.966,0.663,1989,3
"RI","N. East",1990,161716,103228,58488,36.2,0.971,0.671,1989,4
"RI","N. East",1990.25,161879,103203,58677,36.2,0.972,0.673,1990,1
"RI","N. East",1990.5,161511,103297,58214,36,0.97,0.668,1990,2
"RI","N. East",1990.75,159809,103888,55922,35,0.959,0.642,1990,3
"RI","N. East",1991,157869,105438,52431,33.2,0.948,0.602,1990,4
"RI","N. East",1991.25,155861,108034,47828,30.7,0.936,0.55,1991,1
"RI","N. East",1991.5,153863,111351,42512,27.6,0.924,0.489,1991,2
"RI","N. East",1991.75,152077,114716,37361,24.6,0.913,0.43,1991,3
"RI","N. East",1992,150626,117441,33185,22,0.904,0.382,1991,4
"RI","N. East",1992.25,149429,118843,30586,20.5,0.897,0.354,1992,1
"RI","N. East",1992.5,148393,119249,29143,19.6,0.891,0.337,1992,2
"RI","N. East",1992.75,147507,119134,28372,19.2,0.886,0.328,1992,3
"RI","N. East",1993,146647,118912,27734,18.9,0.88,0.32,1992,4
"RI","N. East",1993.25,145709,119061,26648,18.3,0.875,0.306,1993,1
"RI","N. East",1993.5,144828,119470,25358,17.5,0.869,0.291,1993,2
"RI","N. East",1993.75,144065,119912,24153,16.8,0.865,0.277,1993,3
"RI","N. East",1994,143457,120232,23225,16.2,0.861,0.266,1993,4
"RI","N. East",1994.25,143006,120429,22576,15.8,0.859,0.258,1994,1
"RI","N. East",1994.5,142610,120607,22003,15.4,0.856,0.252,1994,2
"RI","N. East",1994.75,142148,121011,21137,14.9,0.853,0.242,1994,3
"RI","N. East",1995,141638,121889,19749,13.9,0.85,0.226,1994,4
"RI","N. East",1995.25,141151,123349,17801,12.6,0.847,0.204,1995,1
"RI","N. East",1995.5,140620,125169,15451,11,0.844,0.178,1995,2
"RI","N. East",1995.75,140079,127048,13032,9.3,0.841,0.15,1995,3
"RI","N. East",1996,139568,128660,10908,7.8,0.838,0.125,1995,4
"RI","N. East",1996.25,139063,129609,9454,6.8,0.835,0.109,1996,1
"RI","N. East",1996.5,138610,130133,8477,6.1,0.832,0.098,1996,2
"RI","N. East",1996.75,138231,130388,7843,5.7,0.83,0.09,1996,3
"RI","N. East",1997,137951,130532,7419,5.4,0.828,0.085,1996,4
"RI","N. East",1997.25,137904,130842,7063,5.1,0.828,0.081,1997,1
"RI","N. East",1997.5,138108,131202,6905,5,0.829,0.08,1997,2
"RI","N. East",1997.75,138617,131686,6931,5,0.832,0.081,1997,3
"RI","N. East",1998,139491,132516,6975,5,0.837,0.085,1997,4
"RI","N. East",1998.25,140694,133659,7035,5,0.845,0.095,1998,1
"RI","N. East",1998.5,142188,135079,7109,5,0.854,0.109,1998,2
"RI","N. East",1998.75,143941,136744,7197,5,0.864,0.131,1998,3
"RI","N. East",1999,145991,138691,7300,5,0.876,0.164,1998,4
"RI","N. East",1999.25,148384,140964,7419,5,0.891,0.214,1999,1
"RI","N. East",1999.5,151139,143582,7557,5,0.907,0.289,1999,2
"RI","N. East",1999.75,154357,146639,7718,5,0.927,0.399,1999,3
"RI","N. East",2000,157973,150075,7899,5,0.948,0.547,1999,4
"RI","N. East",2000.25,162018,153917,8101,5,0.973,0.738,2000,1
"RI","N. East",2000.5,166565,156036,10528,6.3,1,1,2000,2
"RI","N. East",2000.75,171503,157796,13707,8,1.03,1.304,2000,3
"RI","N. East",2001,176826,159348,17478,9.9,1.062,1.666,2000,4
"RI","N. East",2001.25,182625,160552,22073,12.1,1.096,2.116,2001,1
"RI","N. East",2001.5,189067,161482,27585,14.6,1.135,2.651,2001,2
"RI","N. East",2001.75,196235,162475,33760,17.2,1.178,3.252,2001,3
"RI","N. East",2002,204153,163815,40339,19.8,1.226,3.893,2001,4
"RI","N. East",2002.25,212767,165450,47317,22.2,1.277,4.566,2002,1
"RI","N. East",2002.5,221937,167372,54565,24.6,1.332,5.272,2002,2
"RI","N. East",2002.75,231469,169061,62408,27,1.39,6.039,2002,3
"RI","N. East",2003,241158,170074,71084,29.5,1.448,6.889,2002,4
"RI","N. East",2003.25,250968,170682,80286,32,1.507,7.802,2003,1
"RI","N. East",2003.5,260934,170927,90007,34.5,1.567,8.757,2003,2
"RI","N. East",2003.75,271093,171790,99303,36.6,1.628,9.669,2003,3
"RI","N. East",2004,281528,174162,107366,38.1,1.69,10.459,2003,4
"RI","N. East",2004.25,292094,178410,113684,38.9,1.754,11.07,2004,1
"RI","N. East",2004.5,302487,184035,118452,39.2,1.816,11.531,2004,2
"RI","N. East",2004.75,312383,189923,122460,39.2,1.875,11.915,2004,3
"RI","N. East",2005,321254,195000,126255,39.3,1.929,12.275,2004,4
"RI","N. East",2005.25,328777,198119,130658,39.7,1.974,12.68,2005,1
"RI","N. East",2005.5,334432,200266,134167,40.1,2.008,13.007,2005,2
"RI","N. East",2005.75,338226,202105,136121,40.2,2.031,13.185,2005,3
"RI","N. East",2006,340248,204405,135843,39.9,2.043,13.147,2005,4
"RI","N. East",2006.25,340719,207673,133045,39,2.046,12.864,2006,1
"RI","N. East",2006.5,339676,211467,128209,37.7,2.039,12.388,2006,2
"RI","N. East",2006.75,337190,215018,122172,36.2,2.024,11.8,2006,3
"RI","N. East",2007,333515,217586,115929,34.8,2.002,11.193,2006,4
"RI","N. East",2007.25,328807,218973,109834,33.4,1.974,10.607,2007,1
"RI","N. East",2007.5,323357,219547,103810,32.1,1.941,10.024,2007,2
"RI","N. East",2007.75,317265,220329,96936,30.6,1.905,9.358,2007,3
"RI","N. East",2008,310595,222295,88300,28.4,1.865,8.522,2007,4
"RI","N. East",2008.25,303489,226103,77386,25.5,1.822,7.469,2008,1
"RI","N. East",2008.5,296332,231062,65269,22,1.779,6.297,2008,2
"RI","N. East",2008.75,289637,236211,53427,18.4,1.739,5.153,2008,3
"RI","N. East",2009,283909,240566,43343,15.3,1.704,4.178,2008,4
"RI","N. East",2009.25,279236,242660,36576,13.1,1.676,3.524,2009,1
"RI","N. East",2009.5,275051,243182,31869,11.6,1.651,3.069,2009,2
"RI","N. East",2009.75,271503,242345,29158,10.7,1.63,2.805,2009,3
"RI","N. East",2010,268235,240357,27878,10.4,1.61,2.68,2009,4
"RI","N. East",2010.25,265068,239164,25903,9.8,1.591,2.486,2010,1
"RI","N. East",2010.5,262145,238584,23561,9,1.574,2.259,2010,2
"RI","N. East",2010.75,259205,240114,19091,7.4,1.556,1.83,2010,3
"RI","N. East",2011,256040,243238,12802,5,1.537,1.032,2010,4
"RI","N. East",2011.25,252726,240090,12636,5,1.517,0.215,2011,1
"RI","N. East",2011.5,249563,237085,12478,5,1.498,0.036,2011,2
"RI","N. East",2011.75,246927,234580,12346,5,1.482,0.017,2011,3
"RI","N. East",2012,245005,232755,12250,5,1.471,0.014,2011,4
"RI","N. East",2012.25,243818,231627,12191,5,1.464,0.013,2012,1
"RI","N. East",2012.5,243163,231005,12158,5,1.46,0.012,2012,2
"RI","N. East",2012.75,242969,230821,12148,5,1.459,0.012,2012,3
"RI","N. East",2013,243076,230821,12255,5,1.459,0.012,2012,4
"RI","N. East",2013.25,243241,230821,12420,5.1,1.46,0.012,2013,1
"SC","South",1975.25,26015,24427,1588,6.1,0.195,0,1975,1
"SC","South",1975.5,26062,24680,1382,5.3,0.195,0,1975,2
"SC","South",1975.75,26198,24888,1310,5,0.196,0,1975,3
"SC","South",1976,26458,25135,1323,5,0.198,0,1975,4
"SC","South",1976.25,26878,25534,1344,5,0.201,0,1976,1
"SC","South",1976.5,27428,26057,1371,5,0.206,0,1976,2
"SC","South",1976.75,27967,26569,1398,5,0.21,0,1976,3
"SC","South",1977,28509,27084,1425,5,0.214,0,1976,4
"SC","South",1977.25,29097,27642,1455,5,0.218,0,1977,1
"SC","South",1977.5,29784,28295,1489,5,0.223,0,1977,2
"SC","South",1977.75,30534,29008,1527,5,0.229,0,1977,3
"SC","South",1978,31325,29759,1566,5,0.235,0,1977,4
"SC","South",1978.25,32154,30546,1608,5,0.241,0,1978,1
"SC","South",1978.5,33071,31416,1654,5,0.248,0,1978,2
"SC","South",1978.75,34037,32133,1904,5.6,0.255,0,1978,3
"SC","South",1979,35050,32972,2078,5.9,0.263,0,1978,4
"SC","South",1979.25,36105,33928,2177,6,0.271,0,1979,1
"SC","South",1979.5,37162,34989,2173,5.8,0.279,0,1979,2
"SC","South",1979.75,38220,36119,2102,5.5,0.286,0,1979,3
"SC","South",1980,39290,37280,2010,5.1,0.295,0,1979,4
"SC","South",1980.25,40380,38361,2019,5,0.303,0,1980,1
"SC","South",1980.5,41523,39445,2078,5,0.311,0,1980,2
"SC","South",1980.75,42692,40379,2313,5.4,0.32,0,1980,3
"SC","South",1981,43834,41170,2664,6.1,0.329,0,1980,4
"SC","South",1981.25,44994,41869,3125,6.9,0.337,0,1981,1
